 Language , Program ,Size , Package , Core , GPU , DRAM , Time (ms) , Temperature , Memory
C ,SelectionSort , 1000 , 0.016846 , 0.016113 , 0.000000 , 0.000000 , 8106 , 37.0 , 1620 
C ,SelectionSort , 1000 , 0.016724 , 0.021423 , 0.000000 , 0.000000 , 7802 , 39.0 , 1624 
C ,SelectionSort , 1000 , 0.021240 , 0.008789 , 0.000000 , 0.000000 , 9591 , 39.0 , 1624 
C ,SelectionSort , 1000 , 0.020874 , 0.008362 , 0.000000 , 0.000000 , 9561 , 39.0 , 1624 
C ,SelectionSort , 1000 , 0.021301 , 0.009094 , 0.000000 , 0.000000 , 9556 , 39.0 , 1620 
C ,SelectionSort , 1000 , 0.021667 , 0.009094 , 0.000000 , 0.000000 , 9553 , 39.0 , 1620 
C ,SelectionSort , 1000 , 0.021484 , 0.009277 , 0.000000 , 0.000000 , 9527 , 39.0 , 1620 
C ,SelectionSort , 1000 , 0.020813 , 0.008484 , 0.000000 , 0.000000 , 9581 , 39.0 , 1620 
C ,SelectionSort , 1000 , 0.021057 , 0.009399 , 0.000000 , 0.000000 , 9964 , 39.0 , 1620 
C ,SelectionSort , 1000 , 0.021057 , 0.009033 , 0.000000 , 0.000000 , 9744 , 39.0 , 1620 
C ,SelectionSort , 1000 , 0.020813 , 0.008057 , 0.000000 , 0.000000 , 9468 , 39.0 , 1624 
C ,SelectionSort , 1000 , 0.018555 , 0.008789 , 0.000000 , 0.000000 , 9491 , 39.0 , 1620 
C ,SelectionSort , 1000 , 0.021118 , 0.009277 , 0.000000 , 0.000000 , 10004 , 39.0 , 1620 
C ,SelectionSort , 1000 , 0.021606 , 0.009399 , 0.000000 , 0.000000 , 9937 , 37.8 , 1624 
C ,SelectionSort , 1000 , 0.018738 , 0.008911 , 0.000000 , 0.000000 , 9530 , 37.8 , 1620 
C ,SelectionSort , 1000 , 0.021118 , 0.009033 , 0.000000 , 0.000000 , 9836 , 37.8 , 1620 
C ,SelectionSort , 1000 , 0.021179 , 0.008728 , 0.000000 , 0.000000 , 9599 , 37.8 , 1624 
C ,SelectionSort , 1000 , 0.021301 , 0.009766 , 0.000000 , 0.000000 , 9877 , 37.8 , 1620 
C ,SelectionSort , 1000 , 0.019409 , 0.009766 , 0.000000 , 0.000000 , 9607 , 37.8 , 1620 
C ,SelectionSort , 1000 , 0.018921 , 0.008972 , 0.000000 , 0.000000 , 9844 , 37.8 , 1620 
C ,SelectionSort , 1000 , 0.021729 , 0.010071 , 0.000000 , 0.000000 , 10042 , 37.8 , 1624 
C ,SelectionSort , 1000 , 0.019104 , 0.009399 , 0.000000 , 0.000000 , 9676 , 37.8 , 1620 
Python ,BubbleSort , 1000 , 1.431274 , 1.273987 , 0.027039 , 0.000000 , 104103 , 37.8 , 9324 
Python ,BubbleSort , 1000 , 1.146545 , 1.044067 , 0.016846 , 0.000000 , 69947 , 43.7 , 9264 
Python ,BubbleSort , 1000 , 1.136292 , 1.032349 , 0.015991 , 0.000000 , 69340 , 41.5 , 9236 
Python ,BubbleSort , 1000 , 1.163269 , 1.067810 , 0.017334 , 0.000000 , 72783 , 42.7 , 9344 
Python ,BubbleSort , 1000 , 1.111084 , 1.023499 , 0.016174 , 0.000000 , 69728 , 43.2 , 9312 
Python ,BubbleSort , 1000 , 1.188477 , 1.082092 , 0.025513 , 0.000000 , 73416 , 41.7 , 9356 
Python ,BubbleSort , 1000 , 1.122253 , 1.024536 , 0.022278 , 0.000000 , 69646 , 42.0 , 9180 
Python ,BubbleSort , 1000 , 1.167908 , 1.064819 , 0.022461 , 0.000000 , 71964 , 42.0 , 9160 
Python ,BubbleSort , 1000 , 1.114685 , 1.017822 , 0.016968 , 0.000000 , 69553 , 42.0 , 9292 
Python ,BubbleSort , 1000 , 1.099121 , 1.004944 , 0.016907 , 0.000000 , 68899 , 41.8 , 9292 
Python ,BubbleSort , 1000 , 1.177795 , 1.059570 , 0.024963 , 0.000000 , 73261 , 42.7 , 9180 
Python ,BubbleSort , 1000 , 1.142029 , 1.036804 , 0.023315 , 0.000000 , 69995 , 41.3 , 9348 
Python ,BubbleSort , 1000 , 1.113281 , 1.009399 , 0.025391 , 0.000000 , 69437 , 42.5 , 9304 
Python ,BubbleSort , 1000 , 1.128357 , 1.023010 , 0.024048 , 0.000000 , 69339 , 43.8 , 9356 
Python ,BubbleSort , 1000 , 1.169495 , 1.062439 , 0.020630 , 0.000000 , 70226 , 42.3 , 9188 
Python ,BubbleSort , 1000 , 1.118896 , 1.018005 , 0.024048 , 0.000000 , 68636 , 42.0 , 9176 
Python ,BubbleSort , 1000 , 1.153381 , 1.045898 , 0.021118 , 0.000000 , 73297 , 42.3 , 9328 
Python ,BubbleSort , 1000 , 1.112488 , 1.023743 , 0.016968 , 0.000000 , 68964 , 41.8 , 9228 
Python ,BubbleSort , 1000 , 1.115967 , 1.011047 , 0.023621 , 0.000000 , 69236 , 42.5 , 9328 
Python ,BubbleSort , 1000 , 1.124084 , 1.025024 , 0.022461 , 0.000000 , 69837 , 41.3 , 9292 
Python ,BubbleSort , 1000 , 1.121033 , 1.025146 , 0.016052 , 0.000000 , 68698 , 43.0 , 9296 
Python ,BubbleSort , 1000 , 1.107544 , 1.011902 , 0.016968 , 0.000000 , 68884 , 43.3 , 9312 
Python ,BubbleSort , 1000 , 1.121826 , 1.018005 , 0.023560 , 0.000000 , 69245 , 42.5 , 9256 
Python ,BubbleSort , 1000 , 1.123169 , 1.015991 , 0.024475 , 0.000000 , 68995 , 41.7 , 9348 
Python ,BubbleSort , 1000 , 1.123901 , 1.020996 , 0.024170 , 0.000000 , 69418 , 42.7 , 9288 
Python ,BubbleSort , 1000 , 1.130188 , 1.029541 , 0.017517 , 0.000000 , 69852 , 43.0 , 9340 
Python ,BubbleSort , 1000 , 1.140015 , 1.049500 , 0.016846 , 0.000000 , 69856 , 41.3 , 9312 
Python ,BubbleSort , 1000 , 1.134460 , 1.036011 , 0.024048 , 0.000000 , 70956 , 41.5 , 9308 
Python ,BubbleSort , 1000 , 1.111267 , 1.024414 , 0.016052 , 0.000000 , 69487 , 42.8 , 9324 
Python ,BubbleSort , 1000 , 1.121887 , 1.020813 , 0.016418 , 0.000000 , 69908 , 42.0 , 9248 
Python ,BubbleSort , 1000 , 1.113892 , 1.017822 , 0.015381 , 0.000000 , 69455 , 41.7 , 9324 
Python ,BubbleSort , 1000 , 1.189087 , 1.081421 , 0.015991 , 0.000000 , 70601 , 44.0 , 9320 
Python ,BubbleSort , 1000 , 1.153442 , 1.042908 , 0.023804 , 0.000000 , 71680 , 41.7 , 9160 
Python ,BubbleSort , 1000 , 1.132996 , 1.029846 , 0.016418 , 0.000000 , 69863 , 41.8 , 9352 
Python ,BubbleSort , 1000 , 1.110413 , 1.011169 , 0.023254 , 0.000000 , 69713 , 42.2 , 9332 
Python ,BubbleSort , 1000 , 1.138794 , 1.048645 , 0.017334 , 0.000000 , 69293 , 42.2 , 9316 
Python ,BubbleSort , 1000 , 1.139221 , 1.035339 , 0.025452 , 0.000000 , 70531 , 42.8 , 9288 
Python ,BubbleSort , 1000 , 1.120178 , 1.023560 , 0.017273 , 0.000000 , 68675 , 41.8 , 9208 
Python ,BubbleSort , 1000 , 1.353943 , 1.226501 , 0.033142 , 0.000000 , 72265 , 43.8 , 9332 
Python ,BubbleSort , 1000 , 1.075745 , 0.991272 , 0.000000 , 0.000000 , 68556 , 43.2 , 9348 
Python ,BubbleSort , 1000 , 1.189819 , 1.098572 , 0.000000 , 0.000000 , 78181 , 42.3 , 9320 
Python ,BubbleSort , 1000 , 1.062256 , 0.986023 , 0.000000 , 0.000000 , 68144 , 43.2 , 9336 
Python ,BubbleSort , 1000 , 1.063110 , 0.992737 , 0.000000 , 0.000000 , 68029 , 42.2 , 9360 
Python ,BubbleSort , 1000 , 1.085693 , 1.002686 , 0.000000 , 0.000000 , 70723 , 42.7 , 9360 
Python ,BubbleSort , 1000 , 1.076416 , 1.001953 , 0.000000 , 0.000000 , 68701 , 43.7 , 9360 
Python ,BubbleSort , 1000 , 1.420227 , 1.294495 , 0.034973 , 0.000000 , 71773 , 42.0 , 9312 
Python ,BubbleSort , 1000 , 1.034973 , 0.961426 , 0.000000 , 0.000000 , 68134 , 42.7 , 9244 
Python ,BubbleSort , 1000 , 1.090637 , 0.987610 , 0.017517 , 0.000000 , 70018 , 42.2 , 9260 
Python ,BubbleSort , 1000 , 1.394958 , 1.288879 , 0.016724 , 0.000000 , 70997 , 42.5 , 9308 
Python ,BubbleSort , 1000 , 1.098999 , 1.008728 , 0.013184 , 0.000000 , 69067 , 44.2 , 9148 
Python ,QuickSort , 1000 , 0.221252 , 0.212036 , 0.000000 , 0.000000 , 19418 , 43.5 , 9364 
Python ,QuickSort , 1000 , 0.224976 , 0.214172 , 0.004578 , 0.000000 , 13590 , 41.2 , 9224 
Python ,QuickSort , 1000 , 0.202209 , 0.187988 , 0.000000 , 0.000000 , 18807 , 42.3 , 9392 
Python ,QuickSort , 1000 , 0.202026 , 0.185486 , 0.000000 , 0.000000 , 18792 , 41.2 , 9392 
Python ,QuickSort , 1000 , 0.205078 , 0.188110 , 0.000000 , 0.000000 , 18735 , 41.7 , 9456 
Python ,QuickSort , 1000 , 0.202576 , 0.185242 , 0.000000 , 0.000000 , 19424 , 41.0 , 9428 
Python ,QuickSort , 1000 , 0.221375 , 0.202332 , 0.000000 , 0.000000 , 18863 , 40.7 , 9464 
Python ,QuickSort , 1000 , 0.204834 , 0.188354 , 0.000000 , 0.000000 , 18970 , 40.7 , 9436 
Python ,QuickSort , 1000 , 0.215454 , 0.195740 , 0.000000 , 0.000000 , 19086 , 40.7 , 9396 
Python ,QuickSort , 1000 , 0.221313 , 0.196899 , 0.002014 , 0.000000 , 19408 , 41.0 , 9420 
Python ,QuickSort , 1000 , 0.206116 , 0.188416 , 0.000000 , 0.000000 , 19268 , 40.5 , 9360 
Python ,QuickSort , 1000 , 0.201172 , 0.188477 , 0.000000 , 0.000000 , 19114 , 40.2 , 9424 
Python ,QuickSort , 1000 , 0.204285 , 0.189026 , 0.000000 , 0.000000 , 18704 , 40.3 , 9436 
Python ,QuickSort , 1000 , 0.201965 , 0.189575 , 0.000000 , 0.000000 , 18923 , 40.5 , 9240 
Python ,QuickSort , 1000 , 0.200623 , 0.184326 , 0.000000 , 0.000000 , 19050 , 40.7 , 9360 
Python ,QuickSort , 1000 , 0.204529 , 0.186829 , 0.000000 , 0.000000 , 18973 , 40.7 , 9492 
Python ,QuickSort , 1000 , 0.205383 , 0.187195 , 0.000000 , 0.000000 , 18700 , 40.8 , 9412 
Python ,QuickSort , 1000 , 0.206116 , 0.190063 , 0.000000 , 0.000000 , 18820 , 40.7 , 9504 
Python ,QuickSort , 1000 , 0.205322 , 0.189514 , 0.000000 , 0.000000 , 19090 , 40.8 , 9344 
Python ,QuickSort , 1000 , 0.200256 , 0.183167 , 0.000000 , 0.000000 , 18547 , 40.5 , 9368 
Python ,QuickSort , 1000 , 0.203552 , 0.186401 , 0.000000 , 0.000000 , 18762 , 40.5 , 9432 
Python ,QuickSort , 1000 , 0.201904 , 0.180847 , 0.000000 , 0.000000 , 19224 , 40.0 , 9504 
Python ,QuickSort , 1000 , 0.217346 , 0.199341 , 0.000000 , 0.000000 , 19051 , 40.2 , 9408 
Python ,QuickSort , 1000 , 0.201538 , 0.185974 , 0.000000 , 0.000000 , 19235 , 40.2 , 9384 
Python ,QuickSort , 1000 , 0.206482 , 0.189209 , 0.000000 , 0.000000 , 19445 , 40.7 , 9496 
Python ,QuickSort , 1000 , 0.206787 , 0.188049 , 0.000000 , 0.000000 , 19345 , 40.8 , 9384 
Python ,QuickSort , 1000 , 0.200073 , 0.186035 , 0.000000 , 0.000000 , 18958 , 39.8 , 9472 
Python ,QuickSort , 1000 , 0.204346 , 0.191284 , 0.000000 , 0.000000 , 18825 , 39.8 , 9396 
Python ,QuickSort , 1000 , 0.204529 , 0.187927 , 0.000000 , 0.000000 , 19242 , 40.7 , 9360 
Python ,QuickSort , 1000 , 0.199707 , 0.187561 , 0.000000 , 0.000000 , 18848 , 39.7 , 9396 
Python ,QuickSort , 1000 , 0.208130 , 0.194153 , 0.000000 , 0.000000 , 18765 , 39.8 , 9396 
Python ,QuickSort , 1000 , 0.203125 , 0.183716 , 0.000000 , 0.000000 , 19300 , 40.2 , 9448 
Python ,QuickSort , 1000 , 0.205444 , 0.190369 , 0.000000 , 0.000000 , 18717 , 40.3 , 9392 
Python ,QuickSort , 1000 , 0.204773 , 0.185120 , 0.000000 , 0.000000 , 19262 , 40.5 , 9264 
Python ,QuickSort , 1000 , 0.202271 , 0.184265 , 0.000000 , 0.000000 , 19355 , 40.8 , 9444 
Python ,QuickSort , 1000 , 0.203003 , 0.183716 , 0.000000 , 0.000000 , 19532 , 40.2 , 9440 
Python ,QuickSort , 1000 , 0.206848 , 0.190186 , 0.000000 , 0.000000 , 19243 , 40.0 , 9348 
Python ,QuickSort , 1000 , 0.204651 , 0.189575 , 0.000000 , 0.000000 , 18731 , 40.0 , 9488 
Python ,QuickSort , 1000 , 0.215149 , 0.199768 , 0.000000 , 0.000000 , 19032 , 39.8 , 9428 
Python ,QuickSort , 1000 , 0.201050 , 0.185486 , 0.000000 , 0.000000 , 18798 , 40.0 , 9496 
Python ,QuickSort , 1000 , 0.210266 , 0.184570 , 0.000000 , 0.000000 , 20512 , 40.5 , 9372 
Python ,QuickSort , 1000 , 0.198914 , 0.185669 , 0.000000 , 0.000000 , 18675 , 40.3 , 9364 
Python ,QuickSort , 1000 , 0.208435 , 0.191223 , 0.000000 , 0.000000 , 18836 , 40.7 , 9416 
Python ,QuickSort , 1000 , 0.202820 , 0.185120 , 0.000000 , 0.000000 , 18994 , 40.7 , 9444 
Python ,QuickSort , 1000 , 0.203491 , 0.183289 , 0.000000 , 0.000000 , 19163 , 39.7 , 9544 
Python ,QuickSort , 1000 , 0.209290 , 0.188721 , 0.000000 , 0.000000 , 19169 , 40.2 , 9444 
Python ,QuickSort , 1000 , 0.202881 , 0.189880 , 0.000000 , 0.000000 , 18783 , 40.0 , 9476 
Python ,QuickSort , 1000 , 0.210449 , 0.191833 , 0.000000 , 0.000000 , 18912 , 39.8 , 9312 
Python ,QuickSort , 1000 , 0.205505 , 0.185852 , 0.000000 , 0.000000 , 19312 , 39.7 , 9444 
Python ,QuickSort , 1000 , 0.203003 , 0.185486 , 0.000000 , 0.000000 , 19164 , 40.5 , 9260 
Python ,SelectionSort , 1000 , 0.947327 , 0.873840 , 0.000000 , 0.000000 , 63662 , 40.3 , 9304 
Python ,SelectionSort , 1000 , 0.917664 , 0.844788 , 0.007935 , 0.000000 , 60134 , 42.8 , 9356 
Python ,SelectionSort , 1000 , 0.886108 , 0.823730 , 0.000000 , 0.000000 , 59194 , 41.2 , 9284 
Python ,SelectionSort , 1000 , 0.883118 , 0.825256 , 0.000000 , 0.000000 , 60175 , 43.0 , 9308 
Python ,SelectionSort , 1000 , 0.933655 , 0.862854 , 0.000000 , 0.000000 , 63224 , 41.8 , 9252 
Python ,SelectionSort , 1000 , 0.840149 , 0.780823 , 0.000000 , 0.000000 , 58830 , 41.3 , 9288 
Python ,SelectionSort , 1000 , 0.924133 , 0.854797 , 0.004944 , 0.000000 , 61163 , 42.2 , 9312 
Python ,SelectionSort , 1000 , 0.906311 , 0.850342 , 0.000000 , 0.000000 , 56698 , 41.3 , 9328 
Python ,SelectionSort , 1000 , 0.915955 , 0.853516 , 0.000000 , 0.000000 , 62710 , 40.8 , 9368 
Python ,SelectionSort , 1000 , 0.918274 , 0.848633 , 0.000000 , 0.000000 , 61748 , 41.0 , 9284 
Python ,SelectionSort , 1000 , 0.931396 , 0.844177 , 0.018188 , 0.000000 , 60265 , 41.3 , 9228 
Python ,SelectionSort , 1000 , 0.896606 , 0.830017 , 0.000000 , 0.000000 , 60698 , 43.0 , 9292 
Python ,SelectionSort , 1000 , 0.895691 , 0.835449 , 0.000000 , 0.000000 , 62250 , 41.5 , 9312 
Python ,SelectionSort , 1000 , 0.894348 , 0.844177 , 0.000000 , 0.000000 , 60137 , 42.8 , 9396 
Python ,SelectionSort , 1000 , 0.853638 , 0.803345 , 0.000000 , 0.000000 , 58137 , 42.3 , 9300 
Python ,SelectionSort , 1000 , 0.930176 , 0.865417 , 0.000000 , 0.000000 , 63197 , 42.8 , 9300 
Python ,SelectionSort , 1000 , 0.849182 , 0.795593 , 0.000000 , 0.000000 , 58100 , 41.5 , 9296 
Python ,SelectionSort , 1000 , 0.872070 , 0.813354 , 0.000000 , 0.000000 , 58512 , 41.3 , 9128 
Python ,SelectionSort , 1000 , 0.899780 , 0.845764 , 0.000000 , 0.000000 , 60869 , 41.0 , 9340 
Python ,SelectionSort , 1000 , 0.850037 , 0.793762 , 0.000000 , 0.000000 , 58746 , 41.0 , 9324 
Python ,SelectionSort , 1000 , 0.841248 , 0.785767 , 0.000000 , 0.000000 , 57537 , 40.5 , 9268 
Python ,SelectionSort , 1000 , 0.897705 , 0.833740 , 0.000000 , 0.000000 , 58334 , 41.7 , 9312 
Python ,SelectionSort , 1000 , 0.867920 , 0.818481 , 0.000000 , 0.000000 , 60788 , 40.8 , 9304 
Python ,SelectionSort , 1000 , 0.849670 , 0.793274 , 0.000000 , 0.000000 , 58829 , 41.0 , 9296 
Python ,SelectionSort , 1000 , 0.873962 , 0.823059 , 0.000000 , 0.000000 , 60009 , 40.8 , 9284 
Python ,SelectionSort , 1000 , 0.879822 , 0.825073 , 0.000000 , 0.000000 , 59650 , 41.5 , 9228 
Python ,SelectionSort , 1000 , 0.853577 , 0.792786 , 0.000000 , 0.000000 , 58390 , 40.8 , 9276 
Python ,SelectionSort , 1000 , 0.928955 , 0.875610 , 0.000000 , 0.000000 , 63107 , 41.2 , 9320 
Python ,SelectionSort , 1000 , 0.838013 , 0.780823 , 0.000000 , 0.000000 , 57999 , 40.8 , 9336 
Python ,SelectionSort , 1000 , 0.857910 , 0.802429 , 0.000000 , 0.000000 , 59249 , 40.5 , 9264 
Python ,SelectionSort , 1000 , 0.867981 , 0.808533 , 0.000000 , 0.000000 , 59959 , 41.2 , 9288 
Python ,SelectionSort , 1000 , 0.907654 , 0.847290 , 0.000000 , 0.000000 , 61015 , 41.7 , 9316 
Python ,SelectionSort , 1000 , 0.841675 , 0.788330 , 0.000000 , 0.000000 , 58041 , 41.0 , 9324 
Python ,SelectionSort , 1000 , 0.971375 , 0.916870 , 0.000000 , 0.000000 , 64350 , 41.5 , 9304 
Python ,SelectionSort , 1000 , 0.914551 , 0.862793 , 0.000000 , 0.000000 , 62585 , 42.8 , 9336 
Python ,SelectionSort , 1000 , 0.852722 , 0.800171 , 0.000000 , 0.000000 , 58750 , 42.2 , 9288 
Python ,SelectionSort , 1000 , 0.912659 , 0.856506 , 0.000000 , 0.000000 , 63318 , 41.2 , 9260 
Python ,SelectionSort , 1000 , 0.916931 , 0.856140 , 0.000000 , 0.000000 , 60576 , 41.3 , 9312 
Python ,SelectionSort , 1000 , 0.837585 , 0.785034 , 0.000000 , 0.000000 , 57675 , 41.0 , 9336 
Python ,SelectionSort , 1000 , 0.870422 , 0.816772 , 0.000000 , 0.000000 , 60054 , 41.3 , 9288 
Python ,SelectionSort , 1000 , 0.905151 , 0.843262 , 0.000000 , 0.000000 , 61261 , 41.5 , 9304 
Python ,SelectionSort , 1000 , 0.863342 , 0.802734 , 0.000000 , 0.000000 , 58686 , 41.0 , 9316 
Python ,SelectionSort , 1000 , 0.864258 , 0.807556 , 0.000000 , 0.000000 , 59604 , 40.5 , 9276 
Python ,SelectionSort , 1000 , 0.851685 , 0.800842 , 0.000000 , 0.000000 , 59618 , 42.2 , 9312 
Python ,SelectionSort , 1000 , 0.982361 , 0.917542 , 0.000000 , 0.000000 , 66473 , 40.7 , 9272 
Python ,SelectionSort , 1000 , 0.880127 , 0.827271 , 0.000000 , 0.000000 , 59199 , 41.2 , 9196 
Python ,SelectionSort , 1000 , 0.902588 , 0.842346 , 0.000000 , 0.000000 , 60486 , 40.2 , 9260 
Python ,SelectionSort , 1000 , 1.131409 , 1.075317 , 0.000000 , 0.000000 , 65317 , 41.5 , 9336 
Python ,SelectionSort , 1000 , 0.862610 , 0.806885 , 0.000000 , 0.000000 , 59852 , 44.3 , 9332 
Python ,SelectionSort , 1000 , 0.996765 , 0.939819 , 0.000000 , 0.000000 , 64296 , 41.5 , 9296 
Haskell ,BubbleSort , 1000 , 1.015137 , 0.954468 , 0.000000 , 0.000000 , 68651 , 40.8 , 9180 
Haskell ,BubbleSort , 1000 , 1.021423 , 0.958618 , 0.000000 , 0.000000 , 69160 , 42.0 , 9180 
Haskell ,BubbleSort , 1000 , 1.058167 , 0.994812 , 0.000000 , 0.000000 , 71573 , 42.3 , 9156 
Haskell ,BubbleSort , 1000 , 1.023010 , 0.960083 , 0.000000 , 0.000000 , 68678 , 41.3 , 9340 
Haskell ,BubbleSort , 1000 , 1.013672 , 0.952087 , 0.000000 , 0.000000 , 68471 , 40.8 , 9296 
Haskell ,BubbleSort , 1000 , 1.034546 , 0.969910 , 0.000000 , 0.000000 , 69040 , 41.3 , 9228 
Haskell ,BubbleSort , 1000 , 1.021240 , 0.957153 , 0.000000 , 0.000000 , 67697 , 40.7 , 9304 
Haskell ,BubbleSort , 1000 , 1.015686 , 0.949768 , 0.000000 , 0.000000 , 68436 , 41.3 , 9376 
Haskell ,BubbleSort , 1000 , 1.009216 , 0.944946 , 0.000000 , 0.000000 , 67934 , 41.7 , 9324 
Haskell ,BubbleSort , 1000 , 1.041992 , 0.968079 , 0.000000 , 0.000000 , 68351 , 42.0 , 9328 
Haskell ,BubbleSort , 1000 , 1.029358 , 0.960938 , 0.000000 , 0.000000 , 68039 , 40.7 , 9312 
Haskell ,BubbleSort , 1000 , 1.033020 , 0.970154 , 0.000000 , 0.000000 , 68659 , 42.3 , 9300 
Haskell ,BubbleSort , 1000 , 1.011597 , 0.945801 , 0.000000 , 0.000000 , 67896 , 42.3 , 9304 
Haskell ,BubbleSort , 1000 , 1.029602 , 0.963196 , 0.000000 , 0.000000 , 68235 , 40.8 , 9244 
Haskell ,BubbleSort , 1000 , 0.974365 , 0.911194 , 0.000000 , 0.000000 , 70464 , 41.2 , 9352 
Haskell ,BubbleSort , 1000 , 1.014343 , 0.946411 , 0.000000 , 0.000000 , 69479 , 41.0 , 9368 
Haskell ,BubbleSort , 1000 , 1.028748 , 0.968689 , 0.000000 , 0.000000 , 65185 , 42.3 , 9256 
Haskell ,BubbleSort , 1000 , 1.009033 , 0.942810 , 0.000000 , 0.000000 , 67766 , 40.8 , 9308 
Haskell ,BubbleSort , 1000 , 1.060303 , 0.996338 , 0.000000 , 0.000000 , 71562 , 42.0 , 9240 
Haskell ,BubbleSort , 1000 , 1.029053 , 0.968811 , 0.000000 , 0.000000 , 69522 , 41.7 , 9332 
Haskell ,BubbleSort , 1000 , 1.013977 , 0.948547 , 0.000000 , 0.000000 , 67869 , 41.3 , 9172 
Haskell ,BubbleSort , 1000 , 1.022217 , 0.949768 , 0.000000 , 0.000000 , 67750 , 41.5 , 9168 
Haskell ,BubbleSort , 1000 , 1.036316 , 0.965210 , 0.000000 , 0.000000 , 69357 , 41.5 , 9368 
Haskell ,BubbleSort , 1000 , 1.040771 , 0.964661 , 0.000000 , 0.000000 , 69540 , 41.7 , 9312 
Haskell ,BubbleSort , 1000 , 1.043762 , 0.984253 , 0.000000 , 0.000000 , 68031 , 41.5 , 9344 
Haskell ,BubbleSort , 1000 , 1.003784 , 0.939636 , 0.000000 , 0.000000 , 68018 , 41.5 , 9232 
Haskell ,BubbleSort , 1000 , 1.047058 , 0.978027 , 0.000000 , 0.000000 , 68779 , 40.3 , 9284 
Haskell ,BubbleSort , 1000 , 1.021667 , 0.959656 , 0.000000 , 0.000000 , 69219 , 41.5 , 9180 
Haskell ,BubbleSort , 1000 , 1.051025 , 0.984253 , 0.000000 , 0.000000 , 68735 , 41.8 , 9288 
Haskell ,BubbleSort , 1000 , 1.025208 , 0.967041 , 0.000000 , 0.000000 , 69090 , 42.3 , 9300 
Haskell ,BubbleSort , 1000 , 1.020081 , 0.952942 , 0.000000 , 0.000000 , 68035 , 41.5 , 9312 
Haskell ,BubbleSort , 1000 , 1.013245 , 0.946716 , 0.000000 , 0.000000 , 68447 , 40.7 , 9316 
Haskell ,BubbleSort , 1000 , 1.035339 , 0.976440 , 0.000000 , 0.000000 , 68409 , 41.5 , 9336 
Haskell ,BubbleSort , 1000 , 1.021973 , 0.964172 , 0.000000 , 0.000000 , 68282 , 40.7 , 9272 
Haskell ,BubbleSort , 1000 , 1.018311 , 0.953125 , 0.000000 , 0.000000 , 68758 , 41.2 , 9236 
Haskell ,BubbleSort , 1000 , 1.058838 , 0.984497 , 0.000000 , 0.000000 , 68218 , 37.0 , 9296 
Haskell ,BubbleSort , 1000 , 0.846863 , 0.746094 , 0.000000 , 0.000000 , 102095 , 37.0 , 9352 
Haskell ,BubbleSort , 1000 , 1.233582 , 1.157532 , 0.000000 , 0.000000 , 66634 , 37.0 , 9348 
Haskell ,BubbleSort , 1000 , 1.018311 , 0.928589 , 0.000000 , 0.000000 , 90205 , 37.0 , 9236 
Haskell ,BubbleSort , 1000 , 0.827637 , 0.746582 , 0.000000 , 0.000000 , 83432 , 37.0 , 9312 
Haskell ,BubbleSort , 1000 , 1.067261 , 0.997253 , 0.000000 , 0.000000 , 69672 , 42.2 , 9168 
Haskell ,BubbleSort , 1000 , 1.013611 , 0.955383 , 0.000000 , 0.000000 , 68766 , 42.5 , 9320 
Haskell ,BubbleSort , 1000 , 1.024902 , 0.968018 , 0.000000 , 0.000000 , 68174 , 41.7 , 9312 
Haskell ,BubbleSort , 1000 , 1.013916 , 0.952942 , 0.000000 , 0.000000 , 68323 , 40.5 , 9348 
Haskell ,BubbleSort , 1000 , 1.013123 , 0.945129 , 0.000000 , 0.000000 , 68333 , 42.3 , 9316 
Haskell ,BubbleSort , 1000 , 1.027283 , 0.964539 , 0.000000 , 0.000000 , 68328 , 42.2 , 9324 
Haskell ,BubbleSort , 1000 , 1.041382 , 0.967346 , 0.000000 , 0.000000 , 68508 , 40.8 , 9336 
Haskell ,BubbleSort , 1000 , 1.022888 , 0.961914 , 0.000000 , 0.000000 , 68303 , 41.7 , 9256 
Haskell ,BubbleSort , 1000 , 1.027649 , 0.955505 , 0.000000 , 0.000000 , 68653 , 41.5 , 9348 
Haskell ,BubbleSort , 1000 , 1.031555 , 0.963928 , 0.000000 , 0.000000 , 68348 , 41.2 , 9316 
Haskell ,QuickSort , 1000 , 0.202759 , 0.186707 , 0.000000 , 0.000000 , 19288 , 41.3 , 9468 
Haskell ,QuickSort , 1000 , 0.202087 , 0.184753 , 0.000000 , 0.000000 , 19142 , 39.5 , 9464 
Haskell ,QuickSort , 1000 , 0.202332 , 0.190979 , 0.000000 , 0.000000 , 18928 , 38.7 , 9468 
Haskell ,QuickSort , 1000 , 0.117859 , 0.068848 , 0.000000 , 0.000000 , 46586 , 38.7 , 9364 
Haskell ,QuickSort , 1000 , 0.115723 , 0.070618 , 0.000000 , 0.000000 , 44438 , 38.7 , 9384 
Haskell ,QuickSort , 1000 , 0.115967 , 0.065857 , 0.000000 , 0.000000 , 47487 , 38.7 , 9444 
Haskell ,QuickSort , 1000 , 0.205688 , 0.192261 , 0.000000 , 0.000000 , 19476 , 38.7 , 9436 
Haskell ,QuickSort , 1000 , 0.115601 , 0.070068 , 0.000000 , 0.000000 , 42874 , 38.7 , 9436 
Haskell ,QuickSort , 1000 , 0.210510 , 0.194885 , 0.000000 , 0.000000 , 19109 , 38.7 , 9360 
Haskell ,QuickSort , 1000 , 0.118652 , 0.073303 , 0.000000 , 0.000000 , 42781 , 38.7 , 9428 
